"ID","MONTHS_IN_BUSINESS","OPERATOR_TYPE","EMPLOYEE_TYPE","EMPLOYEE_COUNT","NUM_ACCOUNTS_SERVED","SECTOR","CREDIT_TERM_REQUESTED","LOCATIONS_NUMBER_SERVICED","OWN_REALTY","CAPITAL_GAIN","CAPITAL_LOSS","CONTRACTS_AWARDED","NATIVE_COUNTRY"
181015,40,"Private","HS-grad",9,4,"Other-service","18",1,"N",0,0,47,"United-States"
139916,41,"Self-emp-inc","Assoc-voc",11,6,"Sales","3",3,"Y",0,2179,84,"Mexico"
195770,20,"Private","Some-college",10,5,"Adm-clerical","12",1,"Y",0,0,26,"United-States"
125194,45,"Private","11th",7,5,"Machine-op-inspct","6",2,"N",0,0,40,"United-States"
58654,27,"Private","Assoc-voc",11,4,"Adm-clerical","18",1,"N",0,0,40,"United-States"
252327,36,"Private","5th-6th",3,2,"Craft-repair","9",1,"Y",0,0,40,"Mexico"
116508,30,"Private","HS-grad",9,6,"Craft-repair","3",1,"Y",0,0,40,"Germany"
166988,36,"Private","Bachelors",13,6,"Prof-specialty","24+",1,"N",0,0,40,"United-States"
374163,25,"Private","HS-grad",9,2,"Farming-fishing","6",3,"Y",0,0,40,"Mexico"
96851,30,"?","Some-college",10,5,"?","6",1,"N",0,1719,25,"United-States"
196788,31,"Private","HS-grad",9,6,"Adm-clerical","24+",1,"N",0,0,40,"United-States"
186172,49,"Private","HS-grad",9,6,"Craft-repair","3",1,"Y",7688,0,45,"United-States"
245628,26,"Private","11th",7,5,"Handlers-cleaners","18",1,"Y",0,0,20,"United-States"
159732,25,"Private","Bachelors",13,5,"Prof-specialty","6",1,"Y",0,0,40,"United-States"
129856,29,"Private","Assoc-voc",11,5,"Adm-clerical","12",1,"N",0,0,40,"United-States"
182812,24,"Private","Some-college",10,5,"Adm-clerical","12",1,"N",3325,0,52,"Dominican-Republic"
314322,41,"Private","HS-grad",9,6,"Adm-clerical","3",1,"Y",0,0,40,"United-States"
102976,35,"Private","Masters",14,5,"Exec-managerial","6",1,"Y",0,0,40,"United-States"
42959,57,"Self-emp-inc","Bachelors",13,6,"Sales","24+",1,"N",0,0,40,"United-States"
256356,21,"Private","11th",7,5,"Priv-house-serv","9",1,"N",0,0,40,"Mexico"
136277,29,"Private","10th",6,5,"Other-service","12",2,"N",0,0,32,"United-States"
284616,36,"Private","Some-college",10,6,"Exec-managerial","3",1,"Y",0,0,40,"United-States"
185554,20,"Private","Some-college",10,5,"Adm-clerical","12",1,"N",0,0,25,"United-States"
138847,51,"Private","Bachelors",13,6,"Exec-managerial","3",1,"Y",0,0,40,"United-States"
33487,39,"Private","11th",7,6,"Machine-op-inspct","3",1,"Y",0,0,40,"United-States"
84306,36,"Private","Bachelors",13,6,"Exec-managerial","3",1,"Y",5013,0,50,"United-States"
223881,40,"Self-emp-not-inc","Prof-school",15,6,"Prof-specialty","3",1,"Y",99999,0,70,"United-States"
149653,61,"Private","HS-grad",9,6,"Exec-managerial","3",1,"Y",0,0,50,"United-States"
348739,38,"Private","Prof-school",15,6,"Prof-specialty","3",1,"Y",0,0,60,"United-States"
235442,20,"?","Some-college",10,5,"?","12",1,"Y",0,0,35,"United-States"
34506,21,"Private","HS-grad",9,4,"Other-service","12",1,"N",0,0,35,"United-States"
346964,40,"Private","HS-grad",9,1,"Tech-support","18",1,"N",0,0,40,"United-States"
192208,46,"Private","10th",6,6,"Craft-repair","3",1,"Y",0,0,45,"United-States"
305874,21,"Private","Some-college",10,6,"Craft-repair","3",1,"Y",0,0,54,"United-States"
462890,35,"Self-emp-not-inc","10th",6,6,"Transport-moving","3",2,"Y",0,0,50,"United-States"
89508,39,"Private","Bachelors",13,6,"Sales","3",1,"Y",0,0,40,"United-States"
200153,38,"Self-emp-not-inc","HS-grad",9,6,"Craft-repair","3",1,"Y",0,0,60,"United-States"
179446,30,"Private","HS-grad",9,4,"Adm-clerical","18",1,"N",0,0,40,"United-States"
208965,28,"Private","9th",5,5,"Machine-op-inspct","18",3,"Y",0,0,40,"Mexico"
40142,32,"Private","Bachelors",13,6,"Exec-managerial","3",1,"Y",0,0,40,"United-States"
57452,46,"Self-emp-not-inc","Assoc-voc",11,6,"Craft-repair","3",1,"Y",0,0,40,"United-States"
327573,40,"Private","Assoc-voc",11,6,"Craft-repair","3",1,"Y",0,0,40,"United-States"
151267,47,"Private","HS-grad",9,6,"Machine-op-inspct","24+",2,"N",15024,0,40,"United-States"
265266,44,"Private","10th",6,6,"Transport-moving","3",1,"Y",0,0,40,"United-States"
203836,38,"Private","HS-grad",9,6,"Sales","3",1,"Y",3464,0,40,"Columbia"
163998,51,"?","HS-grad",9,2,"?","6",1,"Y",0,0,20,"United-States"
28281,46,"Self-emp-not-inc","Bachelors",13,6,"Farming-fishing","3",1,"Y",0,0,40,"United-States"
293196,51,"Private","Doctorate",16,6,"Prof-specialty","3",1,"Y",15024,0,60,"Iran"
214627,45,"Private","Doctorate",16,0,"Prof-specialty","18",1,"Y",15020,0,40,"Iran"
368852,20,"Private","Some-college",10,5,"Other-service","12",1,"N",0,0,20,"United-States"
353396,44,"Private","Bachelors",13,6,"Prof-specialty","3",1,"Y",0,0,45,"United-States"
161745,33,"Private","Assoc-voc",11,6,"Farming-fishing","3",1,"Y",0,0,45,"United-States"
97963,18,"Private","HS-grad",9,5,"Other-service","12",1,"N",0,0,30,"United-States"
156542,61,"Self-emp-inc","Prof-school",15,4,"Prof-specialty","6",1,"Y",0,0,40,"United-States"
198103,50,"Regional","Bachelors",13,5,"Exec-managerial","6",1,"N",0,0,40,"United-States"
55377,47,"Global","HS-grad",9,5,"Machine-op-inspct","12",2,"Y",0,0,40,"United-States"
173730,34,"Private","Bachelors",13,6,"Exec-managerial","3",1,"Y",0,0,50,"United-States"
374588,53,"Private","HS-grad",9,6,"Transport-moving","3",2,"Y",0,0,60,"United-States"
174330,39,"Self-emp-not-inc","Some-college",10,6,"Craft-repair","3",1,"Y",0,0,40,"United-States"
78141,58,"Private","HS-grad",9,6,"Craft-repair","3",1,"Y",0,0,40,"United-States"
190324,66,"?","HS-grad",9,6,"?","3",2,"Y",0,0,18,"United-States"
31350,26,"Private","11th",7,5,"Farming-fishing","6",1,"Y",0,0,50,"United-States"
243607,41,"Private","5th-6th",3,6,"Adm-clerical","3",1,"Y",0,0,40,"Mexico"
134671,47,"State","Some-college",10,6,"Exec-managerial","3",1,"Y",0,0,40,"United-States"
197023,31,"Private","Assoc-voc",11,6,"Machine-op-inspct","3",5,"Y",0,0,40,"United-States"
117674,52,"Private","Some-college",10,6,"Exec-managerial","3",1,"Y",0,0,40,"United-States"
169815,29,"Private","Assoc-acdm",12,6,"Sales","3",1,"Y",0,0,50,"United-States"
598606,43,"Private","9th",5,4,"Handlers-cleaners","18",2,"N",0,0,50,"United-States"
122861,42,"Global","Masters",14,6,"Exec-managerial","3",1,"Y",0,0,40,"United-States"
166235,35,"Private","Some-college",10,5,"Machine-op-inspct","6",2,"N",0,0,30,"United-States"
187821,41,"Private","HS-grad",9,6,"Machine-op-inspct","3",1,"Y",2885,0,40,"United-States"
340940,34,"Private","Bachelors",13,6,"Sales","3",1,"Y",7298,0,60,"United-States"
194791,52,"Self-emp-not-inc","Some-college",10,6,"Craft-repair","3",1,"Y",0,0,40,"United-States"
231323,61,"Private","Some-college",10,6,"Craft-repair","3",1,"Y",0,0,40,"United-States"
305597,39,"State","HS-grad",9,4,"Exec-managerial","18",1,"Y",0,0,40,"United-States"
25429,19,"Private","Some-college",10,5,"Sales","6",1,"N",0,0,25,"United-States"
192779,46,"Regional","Bachelors",13,6,"Exec-managerial","3",1,"Y",7688,0,40,"United-States"
346478,39,"Private","Some-college",10,5,"Exec-managerial","6",1,"Y",0,0,45,"United-States"
341368,22,"Private","Some-college",10,5,"Other-service","6",1,"Y",0,0,50,"United-States"
295612,30,"Regional","HS-grad",9,4,"Adm-clerical","6",1,"N",0,0,40,"United-States"
168936,40,"Private","Assoc-voc",11,1,"Other-service","6",1,"N",0,0,32,"United-States"
218558,43,"Private","Bachelors",13,2,"Prof-specialty","6",1,"Y",3325,0,40,"United-States"
336598,37,"Private","5th-6th",3,6,"Farming-fishing","3",1,"Y",0,0,36,"Mexico"
308205,23,"Private","Assoc-acdm",12,5,"Other-service","12",1,"Y",0,0,20,"United-States"
357173,39,"State","Assoc-acdm",12,1,"Prof-specialty","6",1,"Y",0,0,59,"United-States"
457237,54,"Private","Masters",14,6,"Sales","3",1,"Y",0,0,40,"United-States"
284799,46,"Self-emp-inc","Some-college",10,6,"Sales","3",1,"Y",0,0,60,"United-States"
179423,20,"Private","Some-college",10,5,"Transport-moving","12",1,"N",0,0,40,"United-States"
363405,50,"Self-emp-not-inc","Bachelors",13,6,"Tech-support","24+",1,"N",0,0,50,"United-States"
139183,17,"Private","10th",6,5,"Sales","12",1,"N",0,0,15,"United-States"
203482,36,"Private","HS-grad",9,6,"Machine-op-inspct","3",1,"Y",0,0,40,"United-States"
112554,37,"Private","HS-grad",9,6,"Sales","3",1,"Y",0,0,45,"United-States"
99476,53,"Private","HS-grad",9,1,"Other-service","6",1,"N",0,0,38,"United-States"
93690,50,"Private","HS-grad",9,6,"Transport-moving","3",1,"Y",0,0,40,"United-States"
220585,38,"Private","HS-grad",9,6,"Craft-repair","3",1,"Y",0,0,40,"United-States"
194638,63,"Self-emp-not-inc","HS-grad",9,6,"Craft-repair","3",1,"Y",0,0,32,"United-States"
154785,53,"Private","HS-grad",9,6,"Craft-repair","3",1,"Y",0,0,50,"United-States"
162108,40,"?","Bachelors",13,1,"?","6",1,"N",0,0,50,"United-States"
214542,23,"Self-emp-inc","Some-college",10,5,"Prof-specialty","6",1,"Y",0,0,50,"United-States"
161922,20,"Private","HS-grad",9,5,"Handlers-cleaners","6",1,"Y",0,0,43,"United-States"
207940,46,"Private","Some-college",10,6,"Craft-repair","3",2,"Y",0,0,40,"United-States"
259351,28,"Private","10th",6,5,"Other-service","9",5,"Y",0,0,40,"Mexico"
208395,59,"Private","Masters",14,1,"Prof-specialty","6",1,"Y",0,0,50,"United-States"
116391,41,"Private","Bachelors",13,6,"Exec-managerial","3",1,"Y",0,0,40,"United-States"
239781,33,"Private","Preschool",1,6,"Farming-fishing","3",1,"Y",0,0,40,"Mexico"
174351,56,"Private","12th",8,6,"Craft-repair","3",1,"Y",0,0,40,"Italy"
44368,50,"Self-emp-not-inc","HS-grad",9,6,"Sales","3",1,"Y",15024,0,55,"El-Salvador"
188798,31,"State","Bachelors",13,5,"Exec-managerial","6",1,"N",0,0,50,"United-States"
50122,41,"Private","Assoc-voc",11,1,"Sales","12",1,"Y",0,0,50,"United-States"
111398,38,"Private","Bachelors",13,6,"Prof-specialty","24+",1,"N",7688,0,40,"United-States"
152035,25,"Regional","Assoc-acdm",12,5,"Adm-clerical","12",1,"N",0,0,40,"United-States"
139003,18,"?","HS-grad",9,5,"?","9",3,"N",0,0,12,"United-States"
249289,49,"State","Bachelors",13,1,"Prof-specialty","18",2,"N",0,0,40,"United-States"
257726,39,"Private","Some-college",10,5,"Machine-op-inspct","12",1,"Y",0,0,40,"United-States"
113175,22,"?","Some-college",10,5,"?","12",1,"N",0,0,20,"United-States"
151158,21,"Private","Some-college",10,5,"Prof-specialty","12",1,"N",0,0,25,"United-States"
465326,35,"Private","Bachelors",13,6,"Sales","3",1,"Y",0,0,40,"United-States"
356772,21,"?","HS-grad",9,5,"?","18",1,"N",0,0,40,"United-States"
364782,38,"Private","HS-grad",9,6,"Craft-repair","3",1,"Y",0,0,40,"United-States"
198385,55,"Private","7th-8th",4,0,"Other-service","18",1,"N",0,0,20,"?"
329301,31,"Private","HS-grad",9,1,"Transport-moving","6",1,"Y",0,0,55,"United-States"
254859,17,"Self-emp-inc","11th",7,5,"Prof-specialty","12",1,"Y",0,0,20,"United-States"
203488,31,"Private","Bachelors",13,6,"Adm-clerical","3",1,"Y",7298,0,50,"United-States"
222800,25,"State","Bachelors",13,5,"Prof-specialty","6",1,"Y",0,0,40,"United-States"
96452,39,"Private","Masters",14,6,"Exec-managerial","3",1,"Y",0,0,55,"United-States"
170050,50,"Private","7th-8th",4,6,"Machine-op-inspct","3",1,"Y",0,0,40,"United-States"
116580,38,"State","Bachelors",13,6,"Prof-specialty","24+",1,"N",0,0,20,"United-States"
400004,50,"Private","Some-college",10,6,"Sales","3",1,"Y",0,0,60,"United-States"
183608,63,"Private","10th",6,6,"Exec-managerial","3",1,"Y",0,0,40,"United-States"
194055,31,"Private","HS-grad",9,6,"Transport-moving","3",1,"Y",0,0,50,"United-States"
210443,23,"Private","Bachelors",13,5,"Prof-specialty","12",1,"N",0,0,40,"United-States"
43272,18,"Private","Some-college",10,5,"Other-service","12",1,"Y",0,0,20,"United-States"
108945,43,"State","Bachelors",13,1,"Prof-specialty","18",1,"N",0,0,48,"United-States"
114691,34,"Private","Some-college",10,6,"Exec-managerial","3",1,"Y",0,0,50,"United-States"
304169,18,"Private","11th",7,5,"Sales","12",1,"Y",0,0,35,"United-States"
503923,46,"Private","HS-grad",9,6,"Machine-op-inspct","3",2,"Y",4386,0,40,"United-States"
340428,35,"Private","Bachelors",13,5,"Sales","18",1,"N",0,0,40,"United-States"
106705,46,"Regional","Masters",14,5,"Exec-managerial","6",1,"N",0,0,38,"United-States"
146391,59,"Private","Assoc-voc",11,6,"Tech-support","3",1,"Y",7298,0,40,"United-States"
235389,31,"Private","7th-8th",4,5,"Handlers-cleaners","6",1,"N",0,0,30,"Portugal"
39665,27,"Private","HS-grad",9,1,"Sales","18",1,"N",0,0,37,"United-States"
113823,41,"Private","Masters",14,6,"Prof-specialty","3",1,"Y",0,0,40,"England"
217826,42,"Private","HS-grad",9,5,"Craft-repair","12",2,"Y",0,0,40,"?"
349304,55,"Private","Bachelors",13,6,"Exec-managerial","3",1,"Y",0,0,40,"United-States"
197688,34,"?","HS-grad",9,5,"?","6",2,"N",0,0,40,"United-States"
54507,44,"Private","HS-grad",9,5,"Machine-op-inspct","6",1,"N",0,0,40,"United-States"
117833,26,"Private","Bachelors",13,5,"Exec-managerial","6",1,"N",0,1669,50,"United-States"
163396,36,"Private","Assoc-voc",11,6,"Prof-specialty","24+",1,"N",0,0,40,"United-States"
88566,69,"Private","9th",5,6,"Other-service","3",1,"Y",1424,0,35,"United-States"
323619,33,"Private","Some-college",10,5,"Adm-clerical","18",1,"N",0,0,40,"United-States"
75755,30,"Private","Assoc-voc",11,6,"Prof-specialty","3",1,"Y",0,0,40,"United-States"
148903,35,"Private","HS-grad",9,6,"Other-service","24+",1,"N",0,0,16,"United-States"
40915,25,"Private","Bachelors",13,5,"Exec-managerial","6",1,"N",0,0,40,"United-States"
182606,21,"Private","Some-college",10,5,"Other-service","12",2,"Y",0,0,40,"?"
131033,18,"Private","11th",7,5,"Other-service","9",2,"Y",0,0,15,"United-States"
168475,35,"Self-emp-not-inc","Some-college",10,6,"Craft-repair","3",1,"Y",0,0,60,"United-States"
121568,20,"Private","HS-grad",9,6,"Handlers-cleaners","3",1,"Y",0,0,50,"United-States"
139098,26,"Private","Masters",14,6,"Prof-specialty","3",1,"Y",5013,0,40,"United-States"
357338,46,"Private","Bachelors",13,6,"Tech-support","3",1,"Y",0,0,40,"United-States"
283268,31,"Private","Bachelors",13,5,"Prof-specialty","18",1,"N",0,0,36,"United-States"
572751,40,"Private","Prof-school",15,6,"Craft-repair","3",1,"Y",5178,0,40,"Mexico"
315321,40,"Private","HS-grad",9,1,"Exec-managerial","18",1,"N",0,625,52,"United-States"
120461,31,"Private","Bachelors",13,5,"Exec-managerial","6",1,"N",0,0,40,"United-States"
65278,32,"Self-emp-not-inc","Doctorate",16,6,"Exec-managerial","3",1,"Y",0,0,40,"United-States"
208503,23,"Self-emp-not-inc","Some-college",10,1,"Adm-clerical","12",1,"Y",0,0,40,"United-States"
112835,25,"State","Masters",14,5,"Protective-serv","6",1,"Y",0,0,40,"United-States"
265038,37,"Private","Some-college",10,6,"Transport-moving","3",1,"Y",0,0,50,"United-States"
89478,18,"Private","Some-college",10,5,"Sales","12",1,"N",0,0,20,"United-States"
276229,55,"Private","HS-grad",9,0,"Sales","6",1,"N",0,0,38,"United-States"
366232,52,"Private","9th",5,1,"Craft-repair","18",1,"N",0,0,40,"Cuba"
152035,26,"Private","HS-grad",9,5,"Adm-clerical","12",1,"N",0,0,40,"United-States"
205339,37,"Private","Some-college",10,5,"Tech-support","6",1,"Y",0,0,40,"United-States"
75995,39,"Private","HS-grad",9,1,"Exec-managerial","18",1,"N",0,0,45,"United-States"
192236,62,"Self-emp-not-inc","Bachelors",13,1,"Prof-specialty","6",1,"N",0,0,40,"United-States"
188618,19,"?","Some-college",10,5,"?","12",1,"N",0,0,25,"United-States"
229737,47,"Private","HS-grad",9,6,"Craft-repair","3",1,"Y",0,0,45,"United-States"
199688,51,"State","Bachelors",13,6,"Protective-serv","3",1,"Y",0,0,40,"United-States"
52953,55,"Private","HS-grad",9,1,"Other-service","18",1,"N",0,0,40,"United-States"
221043,30,"Private","HS-grad",9,6,"Craft-repair","3",1,"Y",0,0,35,"United-States"
115389,59,"Global","Some-college",10,6,"Craft-repair","3",1,"Y",0,0,36,"United-States"
204205,45,"Self-emp-not-inc","10th",6,6,"Craft-repair","3",1,"Y",0,0,65,"United-States"
338816,52,"Private","Some-college",10,6,"Exec-managerial","3",1,"Y",15024,0,45,"United-States"
197387,21,"Private","HS-grad",9,5,"Handlers-cleaners","12",1,"Y",0,0,20,"United-States"
42485,31,"Private","HS-grad",9,6,"Machine-op-inspct","3",1,"Y",0,0,55,"United-States"
367706,29,"Private","Some-college",10,5,"Adm-clerical","12",2,"Y",0,0,40,"United-States"
102493,24,"Private","HS-grad",9,6,"Handlers-cleaners","3",1,"Y",0,0,40,"United-States"
263746,17,"Private","10th",6,5,"Other-service","12",1,"Y",0,0,24,"United-States"
115358,47,"Private","HS-grad",9,1,"Machine-op-inspct","6",2,"N",0,0,40,"United-States"
189680,46,"Private","Some-college",10,6,"Sales","3",1,"Y",0,0,50,"United-States"
282622,32,"?","HS-grad",9,1,"?","18",1,"N",0,0,28,"United-States"
127651,34,"Private","10th",6,5,"Farming-fishing","6",1,"Y",0,0,44,"?"
230823,63,"Private","12th",8,6,"Transport-moving","3",1,"Y",0,0,40,"Cuba"
300812,21,"Private","Some-college",10,5,"Other-service","12",1,"Y",0,0,25,"United-States"
174732,18,"Private","HS-grad",9,5,"Other-service","9",2,"Y",0,0,36,"United-States"
183710,49,"Regional","Doctorate",16,6,"Exec-managerial","3",1,"Y",0,0,50,"United-States"
137018,81,"Self-emp-not-inc","HS-grad",9,0,"Adm-clerical","6",1,"N",0,0,20,"United-States"
213008,36,"Self-emp-inc","Assoc-acdm",12,6,"Exec-managerial","3",1,"Y",0,0,40,"United-States"
357848,47,"Private","HS-grad",9,6,"Craft-repair","3",1,"Y",0,0,40,"United-States"
165799,36,"Private","Masters",14,6,"Sales","3",1,"Y",0,0,50,"United-States"
188571,39,"Self-emp-not-inc","Assoc-voc",11,6,"Farming-fishing","3",1,"Y",0,0,60,"United-States"
97883,46,"Private","Bachelors",13,5,"Sales","6",1,"N",0,0,35,"United-States"
105862,43,"State","Some-college",10,6,"Adm-clerical","24+",1,"N",0,1902,40,"United-States"
57424,39,"State","Bachelors",13,1,"Adm-clerical","18",1,"N",0,0,35,"United-States"
151476,29,"Private","Some-college",10,4,"Sales","6",1,"N",0,0,40,"United-States"
129583,23,"Private","HS-grad",9,5,"Handlers-cleaners","12",2,"N",0,0,16,"United-States"
180920,57,"Private","10th",6,6,"Craft-repair","3",1,"Y",0,0,43,"United-States"
182416,38,"Self-emp-not-inc","HS-grad",9,5,"Sales","18",2,"N",0,0,42,"United-States"
251915,25,"Private","Bachelors",13,5,"Sales","12",1,"N",0,0,40,"United-States"
187127,39,"State","Some-college",10,6,"Exec-managerial","3",1,"Y",0,0,40,"United-States"
69045,24,"Private","Some-college",10,5,"Sales","6",2,"Y",0,0,40,"Jamaica"
192869,56,"Private","Masters",14,6,"Craft-repair","3",1,"Y",0,1977,44,"United-States"
74163,39,"Private","12th",8,1,"Sales","6",1,"N",0,0,40,"United-States"
60847,23,"Private","Assoc-voc",11,5,"Sales","18",1,"N",0,0,60,"United-States"
213055,17,"?","11th",7,5,"?","6",3,"N",0,0,20,"United-States"
116057,67,"Self-emp-not-inc","HS-grad",9,1,"Exec-managerial","6",1,"N",3273,0,16,"United-States"
82393,41,"Private","Bachelors",13,5,"Adm-clerical","6",4,"Y",0,0,50,"United-States"
134181,24,"State","Bachelors",13,5,"Prof-specialty","12",1,"N",0,0,50,"United-States"
159910,51,"Private","Bachelors",13,1,"Exec-managerial","6",2,"Y",10520,0,40,"United-States"
117570,30,"Self-emp-inc","HS-grad",9,1,"Other-service","6",1,"N",0,0,60,"United-States"
214169,47,"Self-emp-inc","HS-grad",9,6,"Farming-fishing","3",1,"Y",15024,0,40,"United-States"
56331,56,"Private","HS-grad",9,5,"Machine-op-inspct","6",1,"Y",0,0,32,"United-States"
35576,51,"Private","HS-grad",9,1,"Craft-repair","6",1,"Y",0,0,38,"United-States"
149168,57,"Self-emp-not-inc","Some-college",10,6,"Exec-managerial","3",1,"Y",0,0,55,"United-States"
157165,34,"Private","Some-college",10,1,"Other-service","18",1,"N",0,0,40,"United-States"
278130,24,"Private","Bachelors",13,5,"Prof-specialty","6",1,"Y",0,0,40,"United-States"
257200,57,"Private","HS-grad",9,6,"Machine-op-inspct","3",1,"Y",0,0,40,"United-States"
283122,38,"Private","HS-grad",9,6,"Machine-op-inspct","3",1,"Y",0,0,40,"United-States"
580248,23,"Private","HS-grad",9,5,"Tech-support","6",1,"N",0,0,40,"United-States"
230054,35,"Private","7th-8th",4,6,"Machine-op-inspct","3",1,"Y",0,0,40,"Mexico"
519006,58,"Private","HS-grad",9,6,"Craft-repair","3",1,"Y",0,0,52,"United-States"
37332,19,"?","HS-grad",9,5,"?","12",1,"N",1055,0,12,"United-States"
365871,19,"?","7th-8th",4,5,"?","6",1,"Y",0,0,40,"Mexico"
235882,68,"Regional","Doctorate",16,6,"Prof-specialty","3",1,"Y",0,2377,60,"United-States"
336513,43,"Private","Some-college",10,6,"Exec-managerial","3",1,"Y",0,1902,40,"United-States"
115551,17,"Private","11th",7,5,"Other-service","12",1,"N",0,0,20,"United-States"
50048,53,"Regional","Doctorate",16,6,"Prof-specialty","3",1,"Y",7688,0,50,"United-States"
382802,37,"Self-emp-inc","Doctorate",16,6,"Prof-specialty","3",2,"Y",0,0,99,"United-States"
180303,21,"?","Bachelors",13,5,"?","6",4,"Y",0,0,25,"?"
106023,63,"Private","HS-grad",9,6,"Craft-repair","3",1,"Y",0,0,40,"United-States"
332379,31,"Private","Some-college",10,2,"Transport-moving","18",1,"Y",0,0,50,"United-States"
95465,29,"Private","HS-grad",9,6,"Other-service","3",1,"Y",0,0,40,"United-States"
96102,43,"State","Some-college",10,6,"Protective-serv","3",1,"Y",0,1887,40,"United-States"
36440,27,"Private","Prof-school",15,5,"Prof-specialty","6",1,"N",0,0,65,"United-States"
209384,25,"Self-emp-not-inc","HS-grad",9,5,"Other-service","9",1,"Y",0,0,32,"United-States"
50814,28,"Private","HS-grad",9,5,"Prof-specialty","6",1,"N",0,0,40,"United-States"
143865,54,"Private","HS-grad",9,1,"Sales","18",1,"N",0,0,35,"United-States"
104661,74,"?","Some-college",10,0,"?","6",1,"N",0,0,12,"United-States"
50442,31,"State","Some-college",10,5,"Exec-managerial","12",5,"N",0,0,32,"United-States"
236601,23,"Private","Some-college",10,5,"Tech-support","6",1,"Y",0,0,48,"United-States"
100999,19,"Private","Bachelors",13,5,"Prof-specialty","12",1,"N",0,0,30,"United-States"
362685,39,"?","Preschool",1,0,"?","6",1,"N",0,0,20,"El-Salvador"
32423,61,"Self-emp-not-inc","HS-grad",9,6,"Farming-fishing","24+",1,"N",22040,0,40,"United-States"
154236,59,"?","HS-grad",9,6,"?","24+",1,"N",7688,0,40,"United-States"
153546,27,"Self-emp-inc","Assoc-voc",11,6,"Other-service","24+",1,"N",0,0,36,"United-States"
182355,19,"Private","Some-college",10,5,"Adm-clerical","12",2,"N",0,0,20,"United-States"
191444,23,"?","HS-grad",9,5,"?","12",1,"Y",0,0,40,"United-States"
44216,25,"State","HS-grad",9,1,"Adm-clerical","6",5,"N",0,0,35,"United-States"
97688,40,"Private","Some-college",10,6,"Tech-support","3",1,"Y",0,0,48,"United-States"
209022,53,"Private","11th",7,1,"Other-service","6",1,"N",0,0,37,"United-States"
96016,32,"Private","Bachelors",13,5,"Prof-specialty","6",1,"Y",0,0,45,"United-States"
52138,72,"Self-emp-not-inc","Doctorate",16,6,"Prof-specialty","3",1,"Y",0,2392,25,"United-States"
159046,61,"Private","7th-8th",4,6,"Transport-moving","3",1,"Y",0,0,40,"United-States"
138634,42,"Private","HS-grad",9,6,"Sales","3",1,"Y",0,0,40,"United-States"
130125,17,"Private","10th",6,5,"Other-service","12",5,"N",1055,0,20,"United-States"
247355,73,"Private","HS-grad",9,6,"Transport-moving","3",1,"Y",0,0,16,"Canada"
227065,41,"Self-emp-not-inc","Some-college",10,4,"Craft-repair","6",1,"Y",0,0,40,"United-States"
244771,23,"Private","Some-college",10,5,"Machine-op-inspct","12",2,"N",0,0,20,"Jamaica"
215616,23,"Private","HS-grad",9,5,"Prof-specialty","6",1,"N",0,0,40,"Canada"
386672,65,"Private","Assoc-voc",11,6,"Adm-clerical","3",1,"Y",0,0,15,"United-States"
177543,45,"Self-emp-inc","HS-grad",9,6,"Sales","24+",1,"N",0,0,50,"United-States"
617021,52,"Global","Bachelors",13,6,"Tech-support","3",2,"Y",7688,0,40,"United-States"
117109,24,"State","Bachelors",13,5,"Adm-clerical","12",2,"N",0,0,27,"United-States"
373550,23,"Private","Assoc-voc",11,6,"Craft-repair","3",1,"Y",0,0,40,"United-States"
19847,30,"Private","Some-college",10,1,"Tech-support","12",1,"N",0,0,40,"United-States"
189590,26,"Private","Bachelors",13,5,"Exec-managerial","6",1,"Y",0,0,40,"United-States"
58343,37,"Self-emp-not-inc","HS-grad",9,1,"Farming-fishing","18",1,"Y",0,0,56,"United-States"
354201,17,"Private","HS-grad",9,5,"Other-service","12",1,"Y",0,0,40,"United-States"
119422,31,"Private","HS-grad",9,6,"Sales","3",1,"Y",0,0,40,"United-States"
363405,52,"Private","HS-grad",9,4,"Adm-clerical","9",1,"N",0,0,40,"United-States"
181863,63,"Private","Bachelors",13,5,"Sales","6",1,"Y",0,0,27,"United-States"
194472,27,"Private","HS-grad",9,5,"Priv-house-serv","6",1,"N",0,0,60,"United-States"
247328,31,"Private","9th",5,6,"Machine-op-inspct","3",1,"Y",3137,0,40,"Mexico"
130731,71,"Self-emp-not-inc","HS-grad",9,0,"Adm-clerical","6",1,"N",0,0,35,"United-States"
236910,35,"Private","Bachelors",13,6,"Exec-managerial","3",1,"Y",0,0,60,"United-States"
378251,44,"Private","HS-grad",9,6,"Adm-clerical","24+",1,"N",0,0,38,"United-States"
120760,36,"Private","Masters",14,6,"Prof-specialty","3",4,"Y",0,0,40,"China"
203182,22,"Private","Bachelors",13,5,"Exec-managerial","9",1,"N",0,0,20,"United-States"
130304,32,"Private","HS-grad",9,6,"Prof-specialty","3",1,"Y",0,1485,48,"United-States"
352542,30,"State","Bachelors",13,1,"Prof-specialty","18",1,"N",0,0,40,"United-States"
191024,60,"?","HS-grad",9,6,"?","3",1,"Y",0,0,40,"United-States"
197728,25,"Private","Some-college",10,5,"Adm-clerical","12",1,"N",0,0,40,"United-States"
316185,76,"Private","7th-8th",4,0,"Protective-serv","6",1,"N",0,0,12,"United-States"
89226,41,"Private","HS-grad",9,1,"Craft-repair","6",1,"Y",0,0,40,"United-States"
