"VMail Message","Day Mins","Eve Mins","Night Mins","Intl Mins","CustServ Calls","Day Calls","Day Charge","Eve Calls","Eve Charge","Night Calls","Night Charge","Intl Calls","Intl Charge","Account Length","Int'l Plan","VMail Plan","Cluster","Cluster Label"
0,190,258.2,181.50000000000009,6.3,0,109,32.3,84,21.950000000000003,102.00000000000014,8.17,6.000000000000001,1.7,20,0,0,"cluster_2","Label3"
0,226.1,201.5,246.2000000000001,10.3,1,105,38.44,107,17.13,98.00000000000013,11.079999999999998,5,2.78,75.00000000000001,0,0,"cluster_2","Label3"
0,212,31.2,293.3000000000001,12.6,3,120.99999999999999,36.04,115,2.65,78.00000000000011,13.2,10,3.4,172.00000000000003,0,0,"cluster_2","Label3"
0,249.6,252.4,280.2000000000001,11.8,1,118.00000000000001,42.43,118.99999999999999,21.45,90.00000000000013,12.61,3.0000000000000004,3.19,12,0,0,"cluster_2","Label3"
0,211.30000000000004,162.6,134.70000000000005,13.200000000000001,3,120,35.92,122,13.82,118.00000000000016,6.06,5,3.56,65,0,0,"cluster_2","Label3"
0,187.00000000000003,134.6,242.2000000000001,7.400000000000001,2,133,31.79,74,11.44,127.00000000000017,10.900000000000002,5,2,142,0,0,"cluster_2","Label3"
0,191.9,269.8,236.80000000000015,7.800000000000001,3,108,32.62,96,22.93,87.00000000000011,10.66,5,2.11,52.00000000000001,0,0,"cluster_2","Label3"
0,220.60000000000002,211.09999999999997,249.0000000000001,6.800000000000001,1,57,37.5,115,17.94,129.00000000000017,11.21,3.0000000000000004,1.84,60.00000000000001,0,0,"cluster_2","Label3"
0,186.10000000000002,190.2,282.8000000000001,11.400000000000002,2,112,31.639999999999997,66,16.17,57.00000000000008,12.73,6.000000000000001,3.08,10,0,0,"cluster_2","Label3"
0,229.3,177.4,189.3000000000001,12.000000000000002,1,103,38.98,126,15.08,95.00000000000013,8.52,8,3.24,125.00000000000001,0,0,"cluster_2","Label3"
0,192.1,169.9,166.60000000000008,11.400000000000002,1,97,32.65999999999999,94,14.44,54.00000000000007,7.500000000000001,4,3.08,174.00000000000003,0,0,"cluster_2","Label3"
0,211.60000000000002,216.89999999999998,153.50000000000009,7.800000000000001,1,70,35.97,80,18.44,60.000000000000085,6.91,1,2.11,126.00000000000001,0,0,"cluster_2","Label3"
0,241.80000000000004,170.5,295.3000000000001,11.8,3,93,41.11,83,14.49,104.00000000000014,13.29,7.000000000000001,3.19,138,0,0,"cluster_2","Label3"
0,248.6,148.9,172.50000000000009,8,3,83,42.26,85,12.66,109.00000000000014,7.76,4,2.16,147,0,0,"cluster_2","Label3"
0,203.40000000000003,226.69999999999996,152.4000000000001,7.3,1,146,34.58,117,19.27,105.00000000000014,6.86,4,1.9700000000000002,90,0,0,"cluster_2","Label3"
0,235.80000000000004,157.2,188.2000000000001,12.000000000000002,0,109,40.09,94,13.36,99.00000000000014,8.470000000000002,3.0000000000000004,3.24,85,0,0,"cluster_2","Label3"
0,300.3,181,270.10000000000014,11.7,0,109,51.05,100,15.39,73.00000000000009,12.149999999999999,4,3.16,82,0,0,"cluster_2","Label3"
0,214.1,164.4,177.50000000000009,8.2,2,72,36.4,104.00000000000001,13.97,113.00000000000016,7.99,3.0000000000000004,2.21,46,0,0,"cluster_2","Label3"
0,201.1,303.5,224.00000000000014,13.200000000000001,1,99,34.19,74,25.800000000000004,119.00000000000016,10.080000000000002,2,3.56,144,0,0,"cluster_2","Label3"
0,210.60000000000002,249.19999999999996,191.4000000000001,12.400000000000002,2,96,35.8,85,21.18,88.00000000000013,8.61,1,3.35,106,0,0,"cluster_2","Label3"
0,214.30000000000004,208.5,182.4000000000001,12.000000000000002,1,118.00000000000001,36.43,76,17.720000000000002,98.00000000000013,8.21,2,3.24,111.00000000000001,0,0,"cluster_2","Label3"
0,237.90000000000003,247.6,208.90000000000012,13.900000000000002,1,125,40.44,92.99999999999999,21.05,68.0000000000001,9.400000000000002,4,3.75,128,0,0,"cluster_2","Label3"
0,203.40000000000003,190.9,196.00000000000009,8.900000000000002,0,100,34.58,104.00000000000001,16.230000000000004,119.00000000000016,8.82,4,2.4,155,0,0,"cluster_2","Label3"
0,252.90000000000003,178.4,263.9000000000001,9.5,3,93,42.99,112,15.16,105.00000000000014,11.880000000000003,7.000000000000001,2.57,78.00000000000001,0,0,"cluster_2","Label3"
0,278.4,81,163.20000000000007,9.8,1,106,47.33,113,6.89,137.00000000000017,7.34,5,2.65,104,0,0,"cluster_2","Label3"
0,198.2,207.3,190.90000000000012,8.7,4,86.99999999999999,33.69,76,17.62,113.00000000000016,8.59,3.0000000000000004,2.35,99.00000000000001,0,0,"cluster_2","Label3"
0,212.1,209.4,167.20000000000007,5.300000000000001,1,131,36.06,104.00000000000001,17.8,96.00000000000013,7.52,5,1.43,120,0,0,"cluster_2","Label3"
0,251.80000000000004,205.7,275.2000000000001,9.8,2,72,42.81,126,17.48,109.00000000000014,12.379999999999999,7.000000000000001,2.65,77,0,0,"cluster_2","Label3"
0,238.10000000000002,187.2,190.00000000000009,11.8,4,65,40.48,97.99999999999999,15.91,115.00000000000016,8.55,4,3.19,95.00000000000001,0,0,"cluster_2","Label3"
0,229.80000000000004,147.9,241.40000000000015,9.6,3,90,39.07,121,12.57,108.00000000000014,10.86,7.000000000000001,2.59,157.00000000000003,0,0,"cluster_2","Label3"
0,282.5,219.89999999999998,170.00000000000009,9.4,1,114,48.03,48,18.69,115.00000000000016,7.65,4,2.54,74,0,0,"cluster_2","Label3"
0,239.80000000000004,214.8,143.30000000000007,8.7,2,125,40.77,111,18.26,81.00000000000011,6.450000000000001,5,2.35,97,0,0,"cluster_2","Label3"
0,210.2,227.3,200.1000000000001,13.100000000000001,1,92,35.73,77,19.320000000000004,116.00000000000016,9,7.000000000000001,3.54,46,0,0,"cluster_2","Label3"
0,190.7,183.5,220.80000000000015,9.8,3,103,32.419999999999995,117,15.6,103.00000000000014,9.940000000000001,4,2.65,121,0,0,"cluster_2","Label3"
0,201.40000000000003,229.39999999999998,252.50000000000014,12.000000000000002,1,51.99999999999999,34.239999999999995,104.00000000000001,19.5,106.00000000000014,11.36,3.0000000000000004,3.24,85,0,0,"cluster_2","Label3"
0,231.00000000000003,230.4,261.4000000000001,9.5,1,115.00000000000001,39.27,140,19.58,120.00000000000016,11.759999999999998,3.0000000000000004,2.57,78.00000000000001,0,0,"cluster_2","Label3"
0,200.30000000000004,201.2,206.1000000000001,7.1,4,96,34.04999999999999,102,17.1,60.000000000000085,9.27,1,1.92,82,0,0,"cluster_2","Label3"
0,197,202.59999999999997,206.40000000000012,9.1,1,109,33.489999999999995,128,17.22,80.00000000000011,9.29,10,2.46,163,0,0,"cluster_2","Label3"
0,203.1,210.1,195.6000000000001,12.000000000000002,3,106,34.53,113,17.86,129.00000000000017,8.8,3.0000000000000004,3.24,91.00000000000001,0,0,"cluster_2","Label3"
0,246.5,195.5,200.50000000000009,11.7,1,47,41.91,84,16.62,96.00000000000013,9.02,4,3.16,103.00000000000001,0,0,"cluster_2","Label3"
0,231.90000000000003,160.1,110.40000000000006,14.3,3,100.99999999999999,39.42,94,13.61,98.00000000000013,4.970000000000001,6.000000000000001,3.8600000000000003,140.00000000000003,0,0,"cluster_2","Label3"
0,181.5,218.39999999999998,161.60000000000008,8.5,1,120.99999999999999,30.860000000000003,97.99999999999999,18.560000000000002,103.00000000000014,7.27,5,2.3,121,0,0,"cluster_2","Label3"
0,193.8,221.39999999999998,172.3000000000001,10.600000000000001,1,99,32.95,124.99999999999999,18.82,67.0000000000001,7.75,6.000000000000001,2.86,113,0,0,"cluster_2","Label3"
0,187.9,157.6,227.30000000000013,7.5,1,116,31.94,117,13.4,86.00000000000011,10.23,6.000000000000001,2.03,65,0,0,"cluster_2","Label3"
0,226.00000000000003,248.5,140.50000000000006,6.9,1,112,38.419999999999995,118,21.12,142.0000000000002,6.32,11,1.86,56.00000000000001,0,0,"cluster_2","Label3"
0,260.4,146,269.5000000000001,11.500000000000002,5,115.00000000000001,44.27,46,12.41,87.00000000000011,12.130000000000003,4,3.11,96,0,0,"cluster_2","Label3"
0,337.4,227.4,153.9000000000001,15.8,0,120,57.36,116,19.33,114.00000000000016,6.93,7.000000000000001,4.27,83.00000000000001,0,0,"cluster_2","Label3"
0,217.1,241.5,253.50000000000014,12.000000000000002,0,110,36.91,111,20.53,103.00000000000014,11.41,6.000000000000001,3.24,141.00000000000003,0,0,"cluster_2","Label3"
0,206.30000000000004,148.6,167.20000000000007,6.1,1,151,35.06999999999999,89,12.630000000000003,91.00000000000013,7.52,3.0000000000000004,1.65,146,0,0,"cluster_2","Label3"
0,202,243.2,261.3000000000001,10.9,1,102,34.34,128,20.67,90.00000000000013,11.759999999999998,3.0000000000000004,2.94,148,0,0,"cluster_2","Label3"
0,230.90000000000003,187.4,154.00000000000009,6.3,0,86.99999999999999,39.24999999999999,90,15.930000000000001,53.00000000000007,6.93,2,1.7,32,0,0,"cluster_2","Label3"
0,237.10000000000002,223.5,97.40000000000003,13.200000000000001,1,105,40.31,105,19,79.00000000000011,4.380000000000001,2,3.56,68,0,0,"cluster_2","Label3"
0,219.2,149.4,244.70000000000013,6.1,0,92,37.26,124.99999999999999,12.7,104.00000000000014,11.010000000000002,5,1.65,179,0,0,"cluster_2","Label3"
0,252.6,169,170.9000000000001,11.100000000000001,2,103.99999999999999,42.94,124.99999999999999,14.37,106.00000000000014,7.690000000000001,7.000000000000001,3.0000000000000004,94.00000000000001,0,0,"cluster_2","Label3"
0,202.1,229.39999999999998,195.20000000000007,11.500000000000002,2,103,34.36,86,19.5,113.00000000000016,8.779999999999998,3.0000000000000004,3.11,127.00000000000001,0,0,"cluster_2","Label3"
0,232.10000000000002,292.3,201.20000000000007,0,3,122,39.46,112,24.85,112.00000000000016,9.05,0,0,70.00000000000001,0,0,"cluster_2","Label3"
0,214.30000000000004,268.5,241.20000000000013,10.8,1,145,36.43,135,22.820000000000004,92.00000000000013,10.850000000000001,13,2.9200000000000004,73,0,0,"cluster_2","Label3"
0,271.6,229.39999999999998,77.30000000000004,10.9,2,71,46.169999999999995,108,19.5,121.00000000000016,3.48,3.0000000000000004,2.94,93,0,0,"cluster_2","Label3"
0,232.4,187.4,231.20000000000013,9.1,1,109,39.51,95,15.930000000000001,107.00000000000014,10.399999999999999,3.0000000000000004,2.46,51.00000000000001,0,0,"cluster_2","Label3"
0,176.90000000000003,90.69999999999999,238.00000000000014,9.5,1,109,30.07,104.00000000000001,7.71,69.00000000000009,10.71,2,2.57,130,0,0,"cluster_2","Label3"
0,209.9,195.1,208.2000000000001,8.8,2,74,35.68,77,16.58,119.00000000000016,9.369999999999997,4,2.38,80,0,0,"cluster_2","Label3"
0,326.50000000000006,176.3,181.70000000000007,10.700000000000001,2,67,55.51,113,14.99,102.00000000000014,8.18,6.000000000000001,2.89,208,0,0,"cluster_2","Label3"
0,218,183.99999999999997,240.50000000000014,6.400000000000001,3,86,37.06,94,15.64,110.00000000000014,10.82,8,1.73,97,0,0,"cluster_2","Label3"
0,243.80000000000004,83.9,179.8000000000001,13.700000000000001,2,98.00000000000001,41.449999999999996,72,7.13,84.00000000000011,8.09,8,3.7000000000000006,122,0,0,"cluster_2","Label3"
0,194.40000000000003,186.7,223.30000000000013,10.8,3,94,33.05,95,15.87,90.00000000000013,10.05,5,2.9200000000000004,38,0,0,"cluster_2","Label3"
0,213.9,151.9,260.10000000000014,12.2,3,95.00000000000001,36.35999999999999,70,12.91,124.00000000000017,11.7,5,3.2900000000000005,106,0,0,"cluster_2","Label3"
0,217.2,246.7,226.10000000000014,15.8,3,112,36.919999999999995,89,20.97,89.00000000000013,10.170000000000002,7.000000000000001,4.27,99.00000000000001,0,0,"cluster_2","Label3"
0,241.10000000000002,155.6,188.2000000000001,11.6,1,72,40.99,97.99999999999999,13.23,109.00000000000014,8.470000000000002,10,3.13,99.00000000000001,0,0,"cluster_2","Label3"
0,179.3,178.6,225.20000000000013,11.500000000000002,3,93,30.479999999999997,97.99999999999999,15.18,131.00000000000017,10.130000000000003,6.000000000000001,3.11,93,0,0,"cluster_2","Label3"
0,180.00000000000003,224.19999999999996,265.4000000000001,4.7,3,80,30.599999999999998,82,19.06,91.00000000000013,11.939999999999998,7.000000000000001,1.27,120,0,0,"cluster_2","Label3"
0,250.20000000000002,267.1,151.00000000000009,13,1,120.99999999999999,42.53,118,22.7,114.00000000000016,6.8,2,3.51,136,0,0,"cluster_2","Label3"
0,223,110.1,188.70000000000007,7.1,0,120.99999999999999,37.90999999999999,97.99999999999999,9.36,107.00000000000014,8.489999999999998,12.000000000000002,1.92,106,0,0,"cluster_2","Label3"
0,183.6,152.6,212.2000000000001,12.2,3,116,31.209999999999997,97.99999999999999,12.97,99.00000000000014,9.55,6.000000000000001,3.2900000000000005,81,0,0,"cluster_2","Label3"
0,213.40000000000003,234.5,250.10000000000014,2.7,1,111,36.279999999999994,94,19.93,123.00000000000017,11.25,4,0.7300000000000001,65,0,0,"cluster_2","Label3"
0,206.9,244.69999999999996,221.50000000000014,7.7,3,85,35.17,78,20.8,136.00000000000017,9.970000000000002,2,2.08,123,0,0,"cluster_2","Label3"
0,203.1,217,180.9000000000001,13.5,3,96,34.53,126,18.45,122.00000000000016,8.14,2,3.6499999999999995,100,0,0,"cluster_2","Label3"
0,192.20000000000002,168.6,139.80000000000007,9.4,1,86,32.67,116,14.33,87.00000000000011,6.29,6.000000000000001,2.54,73,0,0,"cluster_2","Label3"
0,220.2,88.3,195.3000000000001,12.9,0,89,37.42999999999999,124.99999999999999,7.51,79.00000000000011,8.79,5,3.48,138,0,0,"cluster_2","Label3"
0,253.40000000000003,182.39999999999998,275.8000000000002,8.4,1,77,43.08,151,15.499999999999998,103.00000000000014,12.41,2,2.27,36.00000000000001,0,0,"cluster_2","Label3"
0,225.00000000000003,176.9,194.30000000000013,7.1,3,81,38.25,63,15.04,110.00000000000014,8.74,2,1.92,85,0,0,"cluster_2","Label3"
0,198.50000000000003,267.8,354.90000000000015,9.4,0,99,33.75,59.99999999999999,22.76,75.00000000000009,15.970000000000002,3.0000000000000004,2.54,108,0,0,"cluster_2","Label3"
0,214.8,149.7,283.4000000000001,10.2,0,94,36.519999999999996,58,12.72,66.00000000000009,12.75,5,2.75,51.00000000000001,0,0,"cluster_2","Label3"
0,181.8,202.4,245.90000000000015,9.2,4,85,30.909999999999997,97.99999999999999,17.2,97.00000000000013,11.07,2,2.48,94.00000000000001,0,0,"cluster_2","Label3"
0,207.9,172,191.8000000000001,14.400000000000002,4,91,35.339999999999996,108.99999999999999,14.62,143.0000000000002,8.630000000000003,7.000000000000001,3.89,106,0,0,"cluster_2","Label3"
0,207,232.9,172.4000000000001,9.1,3,90,35.19,83,19.8,108.00000000000014,7.76,8,2.46,82,0,0,"cluster_2","Label3"
0,262.4,194.6,146.50000000000006,8.3,2,55,44.60999999999999,113,16.54,85.00000000000011,6.59,6.000000000000001,2.24,155,0,0,"cluster_2","Label3"
0,206.60000000000002,224.9,249.90000000000015,14.6,0,105,35.12,117,19.12,100.00000000000014,11.25,3.0000000000000004,3.9400000000000004,101,0,0,"cluster_2","Label3"
0,192.8,234.4,203.20000000000007,13,3,103.99999999999999,32.78,96,19.92,101.00000000000014,9.14,3.0000000000000004,3.51,139,0,0,"cluster_2","Label3"
0,221.4,231.79999999999998,122.50000000000006,9.8,3,103,37.64,102.99999999999999,19.700000000000003,100.00000000000014,5.51,5,2.65,83.00000000000001,0,0,"cluster_2","Label3"
0,198.40000000000003,210.9,193.3000000000001,10.4,2,93,33.72999999999999,108,17.93,71.00000000000009,8.7,6.000000000000001,2.81,81,0,0,"cluster_2","Label3"
0,197.9,181.5,281.4000000000001,6.7,3,108,33.64,108.99999999999999,15.43,56.00000000000008,12.66,5,1.8100000000000003,71.00000000000001,0,0,"cluster_2","Label3"
0,206.40000000000003,128,194.50000000000009,8.8,2,122,35.09,102,10.880000000000003,84.00000000000011,8.75,5,2.38,137,0,0,"cluster_2","Label3"
0,205.9,209.3,289.9000000000001,14.500000000000002,2,88,35,86,17.79,84.00000000000011,13.05,4,3.92,137,0,0,"cluster_2","Label3"
0,207.60000000000002,132.4,255.20000000000013,14.100000000000001,0,88,35.29,63,11.25,98.00000000000013,11.48,5,3.81,167,0,0,"cluster_2","Label3"
0,303.9,260.9,312.1000000000002,5.300000000000001,1,95.00000000000001,51.65999999999999,113.99999999999999,22.18,89.00000000000013,14.04,3.0000000000000004,1.43,89,0,0,"cluster_2","Label3"
0,177.10000000000002,193.99999999999997,146.70000000000005,5.9,1,112,30.110000000000003,112,16.49,108.00000000000014,6.6000000000000005,4,1.59,94.00000000000001,0,0,"cluster_2","Label3"
0,204.2,179.9,216.80000000000015,9.5,1,115.00000000000001,34.71,152,15.29,109.00000000000014,9.759999999999998,5,2.57,166.00000000000003,0,0,"cluster_2","Label3"
0,215.50000000000003,218.7,207.10000000000008,6.6000000000000005,4,129,36.64,117,18.59,91.00000000000013,9.32,9,1.78,113,0,0,"cluster_2","Label3"
0,181.5,199.9,287.7000000000001,6.6000000000000005,1,98.00000000000001,30.860000000000003,87.99999999999999,16.99,114.00000000000016,12.95,5,1.78,94.00000000000001,0,0,"cluster_2","Label3"
0,266.6,264.8,207.20000000000007,5.9,1,106,45.32,168,22.51,119.00000000000016,9.32,2,1.59,127.00000000000001,0,0,"cluster_2","Label3"
0,234.00000000000003,249.49999999999997,173.10000000000008,9.1,2,109,39.78,113.99999999999999,21.21,70.00000000000009,7.790000000000001,5,2.46,196,0,0,"cluster_2","Label3"
0,272.1,268.5,213.80000000000013,8.5,1,111,46.26,118,22.820000000000004,105.00000000000014,9.619999999999997,10,2.3,113,0,0,"cluster_2","Label3"
0,296.4,214.8,133.90000000000006,11.400000000000002,4,99,50.39,89,18.26,107.00000000000014,6.03,3.0000000000000004,3.08,122,0,0,"cluster_2","Label3"
0,194.40000000000003,190.29999999999998,183.4000000000001,11.400000000000002,0,100.99999999999999,33.05,82,16.18,107.00000000000014,8.25,2,3.08,112,0,0,"cluster_2","Label3"
0,227.2,258.4,183.50000000000009,8.900000000000002,3,128,38.62,92,21.96,74.00000000000009,8.26,4,2.4,209,0,0,"cluster_2","Label3"
0,248.7,220,265.7000000000001,13.200000000000001,1,109,42.279999999999994,118,18.7,78.00000000000011,11.96,2,3.56,62.000000000000014,0,0,"cluster_2","Label3"
0,205.60000000000002,169.5,220.10000000000014,10.9,0,69,34.95,92.99999999999999,14.41,64.00000000000009,9.899999999999999,3.0000000000000004,2.94,16,0,0,"cluster_2","Label3"
0,207,154.9,245.10000000000014,13.4,3,91,35.19,121,13.17,112.00000000000016,11.029999999999998,5,3.6200000000000006,129,0,0,"cluster_2","Label3"
0,198.30000000000004,217.1,188.40000000000012,12.5,0,130,33.71,86,18.45,96.00000000000013,8.48,3.0000000000000004,3.38,76,0,0,"cluster_2","Label3"
0,205.2,240.6,79.70000000000005,14.400000000000002,0,97,34.88,77,20.45,108.00000000000014,3.59,12.000000000000002,3.89,158.00000000000003,0,0,"cluster_2","Label3"
0,192.1,312.9,130.20000000000005,7.9,3,98.00000000000001,32.65999999999999,135,26.6,94.00000000000013,5.86,2,2.13,116,0,0,"cluster_2","Label3"
0,272.6,248.7,197.4000000000001,9.5,1,83,46.34,74,21.14,111.00000000000016,8.879999999999999,2,2.57,54,0,0,"cluster_2","Label3"
0,201.30000000000004,152.8,233.20000000000013,7.5,1,95.00000000000001,34.22,66,12.99,101.00000000000014,10.489999999999998,4,2.03,66,0,0,"cluster_2","Label3"
0,194.1,176.6,302.8000000000002,7.000000000000001,2,120.99999999999999,33,110,15.01,136.00000000000017,13.630000000000003,7.000000000000001,1.89,55.00000000000001,0,0,"cluster_2","Label3"
0,233.80000000000004,266.5,212.70000000000013,7.6,2,103.99999999999999,39.75,94,22.65,104.00000000000014,9.57,3.0000000000000004,2.05,77,0,0,"cluster_2","Label3"
0,225.1,199.19999999999996,175.50000000000009,14.6,0,67,38.27,127,16.93,102.00000000000014,7.9,2,3.9400000000000004,78.00000000000001,0,0,"cluster_2","Label3"
0,213,176.6,262.60000000000014,9.1,1,63,36.21,71,15.01,126.00000000000017,11.82,1,2.46,89,0,0,"cluster_2","Label3"
0,183.90000000000003,255.89999999999998,275.00000000000017,10.8,1,115.00000000000001,31.259999999999998,101,21.75,145.0000000000002,12.379999999999999,11,2.9200000000000004,101,0,0,"cluster_2","Label3"
0,260.2,179.2,135.00000000000006,7.200000000000001,3,131,44.23,119.99999999999999,15.23,119.00000000000016,6.08,8,1.94,141.00000000000003,0,0,"cluster_2","Label3"
0,220.60000000000002,155.2,186.70000000000007,10.5,1,117,37.5,121,13.19,89.00000000000013,8.4,11,2.8400000000000003,162,0,0,"cluster_2","Label3"
0,182.5,204.69999999999996,229.90000000000012,11.3,4,103.99999999999999,31.029999999999998,95,17.4,100.00000000000014,10.349999999999998,8,3.05,59.00000000000001,0,0,"cluster_2","Label3"
0,230.00000000000003,103.2,309.6000000000002,11.3,2,86.99999999999999,39.1,138,8.77,136.00000000000017,13.93,3.0000000000000004,3.05,77,0,0,"cluster_2","Label3"
0,350.8,216.5,253.90000000000015,10.1,1,75,59.63999999999999,94,18.4,100.00000000000014,11.43,9,2.73,154,0,0,"cluster_2","Label3"
0,193.30000000000004,264.1,128.60000000000005,9.1,4,96,32.86,123,22.45,115.00000000000016,5.79,3.0000000000000004,2.46,112,0,0,"cluster_2","Label3"
0,201.8,225,204.40000000000012,10.3,1,81,34.31,113.99999999999999,19.130000000000003,82.00000000000011,9.2,6.000000000000001,2.78,135,0,0,"cluster_2","Label3"
0,197,222.8,225.30000000000013,10.600000000000001,2,110,33.489999999999995,102,18.940000000000005,91.00000000000013,10.14,6.000000000000001,2.86,56.00000000000001,0,0,"cluster_2","Label3"
0,205.70000000000002,214.5,226.10000000000014,6.7,1,123,34.97,108,18.23,106.00000000000014,10.170000000000002,18,1.8100000000000003,79.00000000000001,0,0,"cluster_2","Label3"
0,221,160.7,233.1000000000001,6.800000000000001,2,100,37.57,113,13.660000000000002,96.00000000000013,10.489999999999998,4,1.84,127.00000000000001,0,0,"cluster_2","Label3"
0,242.10000000000002,190.99999999999997,218.60000000000014,14.7,3,118.00000000000001,41.16,92.99999999999999,16.24,50.00000000000007,9.84,2,3.97,137,0,0,"cluster_2","Label3"
0,230.20000000000002,220.4,204.7000000000001,10.700000000000001,4,113,39.13,79,18.73,111.00000000000016,9.21,7.000000000000001,2.89,137,0,0,"cluster_2","Label3"
0,210.50000000000003,204.5,127.80000000000004,8.5,1,102,35.79,83,17.38,53.00000000000007,5.750000000000001,5,2.3,54,0,0,"cluster_2","Label3"
0,206.50000000000003,176.2,232.80000000000015,12.400000000000002,5,92,35.11,152,14.98,115.00000000000016,10.48,5,3.35,98,0,0,"cluster_2","Label3"
0,217.1,205.2,185.70000000000007,9.4,2,76,36.91,100,17.44,91.00000000000013,8.36,3.0000000000000004,2.54,112,0,0,"cluster_2","Label3"
0,229.6,205.7,166.20000000000007,10.8,0,78,39.03,108,17.48,91.00000000000013,7.48,2,2.9200000000000004,16,0,0,"cluster_2","Label3"
0,234.4,279.3,234.2000000000001,2,1,103,39.85,108.99999999999999,23.740000000000002,121.00000000000016,10.54,2,0.54,94.00000000000001,0,0,"cluster_2","Label3"
0,181.5,130.7,186.50000000000009,8.5,1,129,30.860000000000003,112,11.11,118.00000000000016,8.39,4,2.3,84,0,0,"cluster_2","Label3"
0,221.1,110.8,240.10000000000014,10.600000000000001,0,123.99999999999999,37.589999999999996,94,9.42,112.00000000000016,10.8,3.0000000000000004,2.86,74,0,0,"cluster_2","Label3"
0,222.80000000000004,163.2,160.60000000000008,11.2,1,122,37.88,107,13.87,112.00000000000016,7.230000000000001,6.000000000000001,3.02,119.00000000000001,0,0,"cluster_2","Label3"
0,183.4,242,201.4000000000001,7.5,4,80,31.18,115,20.57,100.00000000000014,9.060000000000002,3.0000000000000004,2.03,73,0,0,"cluster_2","Label3"
0,187.9,197,167.00000000000009,4.8,2,110,31.94,117,16.75,108.00000000000014,7.52,4,1.3,145,0,0,"cluster_2","Label3"
0,178.80000000000004,141.2,203.0000000000001,8.4,2,90,30.4,72,12,99.00000000000014,9.14,5,2.27,25,0,0,"cluster_2","Label3"
0,259.8,242.3,168.8000000000001,5.4,0,85,44.17,117,20.6,72.00000000000009,7.6,1,1.4600000000000002,85,0,0,"cluster_2","Label3"
0,256.50000000000006,199.49999999999997,188.30000000000013,7.000000000000001,3,112,43.61,90,16.96,122.00000000000016,8.470000000000002,5,1.89,126.00000000000001,0,0,"cluster_2","Label3"
0,239.7,282.9,238.40000000000012,8.7,2,47,40.75,110,24.05,88.00000000000013,10.73,3.0000000000000004,2.35,113,0,0,"cluster_2","Label3"
0,239.90000000000003,174.8,209.50000000000014,9.8,0,83.99999999999999,40.779999999999994,106,14.86,93.00000000000013,9.43,2,2.65,117,0,0,"cluster_2","Label3"
0,259.9,176.2,77.20000000000005,15.300000000000002,1,114,44.18,94,14.98,112.00000000000016,3.4700000000000006,1,4.13,51.00000000000001,0,0,"cluster_2","Label3"
0,203.8,283.1,197.3000000000001,12.5,0,122,34.65,76,24.06,83.00000000000011,8.879999999999999,3.0000000000000004,3.38,100,0,0,"cluster_2","Label3"
0,250.30000000000004,260.6,195.0000000000001,13.3,2,100,42.54999999999999,90,22.15,104.00000000000014,8.779999999999998,2,3.59,46,0,0,"cluster_2","Label3"
0,243.4,182.1,259.2000000000001,12.800000000000002,1,77,41.38,97,15.48,94.00000000000013,11.66,2,3.46,112,0,0,"cluster_2","Label3"
0,190.30000000000004,301.3,214.6000000000001,8,1,123,32.35,96,25.610000000000003,134.00000000000017,9.66,3.0000000000000004,2.16,155,0,0,"cluster_2","Label3"
0,278,176.7,219.50000000000014,8.3,0,76,47.26,74,15.02,126.00000000000017,9.880000000000003,4,2.24,100,0,0,"cluster_2","Label3"
0,246.80000000000004,187.8,154.50000000000009,12.6,1,129,41.959999999999994,121,15.959999999999999,109.00000000000014,6.95,5,3.4,135,0,0,"cluster_2","Label3"
0,286.7,134.4,192.90000000000012,6.9,2,100,48.739999999999995,121,11.42,122.00000000000016,8.68,5,1.86,55.00000000000001,0,0,"cluster_2","Label3"
0,256.4,273.9,222.70000000000013,11.100000000000001,1,125,43.59,100,23.280000000000005,101.00000000000014,10.02,1,3.0000000000000004,97,0,0,"cluster_2","Label3"
0,264.8,245.4,160.50000000000009,14.800000000000002,1,123.99999999999999,45.02,112,20.86,115.00000000000016,7.22,2,4,88,0,0,"cluster_2","Label3"
0,184.00000000000003,120.4,153.70000000000007,11,0,120,31.28,118.99999999999999,10.230000000000002,86.00000000000011,6.92,3.0000000000000004,2.9700000000000006,109,0,0,"cluster_2","Label3"
0,261.8,220.59999999999997,136.60000000000005,9.6,1,128,44.51,104.00000000000001,18.750000000000004,91.00000000000013,6.15,5,2.59,90,0,0,"cluster_2","Label3"
0,240.3,164.6,240.70000000000013,10.600000000000001,1,146,40.85,83,13.99,106.00000000000014,10.829999999999998,2,2.86,44.00000000000001,0,0,"cluster_2","Label3"
0,258.1,161.4,225.1000000000001,11.7,1,106,43.88,106,13.72,110.00000000000014,10.130000000000003,5,3.16,50,0,0,"cluster_2","Label3"
0,190.40000000000003,158.1,271.5000000000001,11.2,2,102,32.37,107,13.44,92.00000000000013,12.220000000000002,4,3.02,99.00000000000001,0,0,"cluster_2","Label3"
0,222.3,231.49999999999997,223.50000000000014,11,3,132,37.79,101,19.68,75.00000000000009,10.059999999999999,2,2.9700000000000006,85,0,0,"cluster_2","Label3"
0,204.2,292.6,244.30000000000015,10.5,0,100,34.71,139,24.87,105.00000000000014,10.990000000000002,2,2.8400000000000003,76,0,0,"cluster_2","Label3"
