"Age","Workclass","fnlwgt","Education","Education-Num","Marital Status","Occupation","Relationship","Race","Sex","Capital Gain","Capital Loss","Hours per week","Country","Income","Gender with Income","RowID","Census Year"
45,,144354,"9th",5,"Separated",,"Own-child","Black","Male",0.10845886839031693,0.939788153373424,40,"United-States","below50K","Male-below50K","Row4980",1994
26,"Private",245880,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0.8602531309147029,0.02053843987019044,60,"United-States","below50K","Male-below50K","Row4998",1994
44,"Private",275094,"1st-4th",2,"Never-married","Other-service","Own-child","White","Male",0.49719482781390334,0.6645306208196867,10,"United-States","below50K","Male-below50K","Row5090",1994
33,"Private",205649,"Assoc-acdm",12,"Married-spouse-absent","Craft-repair","Not-in-family","White","Male",0.6601753951924912,0.5394404647960667,20,"United-States","below50K","Male-below50K","Row5105",1994
47,"State-gov",223944,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0.5726761207901683,0.7367791184649928,30,"United-States","below50K","Female-below50K","Row5131",1994
23,"Private",185452,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0.4035258384379101,0.6406367129302939,35,"Canada","below50K","Female-below50K","Row5132",1994
27,,330132,"HS-grad",9,"Never-married",,"Not-in-family","White","Female",0.6986170979364039,0.512446298397433,25,"United-States","below50K","Female-below50K","Row5228",1994
50,"Private",207367,"Some-college",10,"Married-spouse-absent","Other-service","Not-in-family","White","Female",0.8929618433054068,0.36630358542259134,40,"Cuba","below50K","Female-below50K","Row5241",1994
21,"Private",105577,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0.6966323993147727,0.9496701558354833,30,"United-States","below50K","Female-below50K","Row5263",1994
38,"Private",161141,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0.9886775555170767,0.649381465056697,40,"United-States","below50K","Male-below50K","Row5270",1994
19,"Private",571853,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0.7857341122787835,0.8826556447430323,30,"United-States","below50K","Male-below50K","Row5350",1994
26,"Private",205428,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0.12739043181028264,0.9007829604502022,45,"United-States","below50K","Male-below50K","Row5382",1994
39,"Private",231491,"HS-grad",9,"Never-married","Handlers-cleaners","Other-relative","White","Male",,,40,"United-States","below50K","Male-below50K","Row5426",1994
35,,476573,"HS-grad",9,"Never-married",,"Not-in-family","White","Female",,,4,"United-States","below50K","Female-below50K","Row5440",1994
45,"Private",275517,"HS-grad",9,"Divorced","Craft-repair","Unmarried","White","Female",,,40,"United-States","below50K","Female-below50K","Row5453",1994
21,"Private",203914,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",,,10,"United-States","below50K","Female-below50K","Row5476",1994
44,"Private",169397,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row5581",1994
27,"Private",329005,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",,,40,"United-States","below50K","Male-below50K","Row5583",1994
29,"Private",168479,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row5593",1994
60,"Private",338345,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,45,"United-States","above50K","Male-above50K","Row5595",1994
35,"Local-gov",215419,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",,,40,"United-States","below50K","Female-below50K","Row5627",1994
31,"Private",120460,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",,,50,"United-States","above50K","Male-above50K","Row5628",1994
42,"Private",236110,"5th-6th",3,"Married-spouse-absent","Craft-repair","Not-in-family","White","Male",,,40,"Puerto-Rico","below50K","Male-below50K","Row5636",1994
40,"Private",115161,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",,,30,"United-States","below50K","Male-below50K","Row5641",1994
32,"Self-emp-not-inc",174789,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",,,50,"United-States","above50K","Male-above50K","Row5649",1994
72,"Private",284080,"1st-4th",2,"Divorced","Other-service","Not-in-family","Black","Male",,,40,"United-States","below50K","Male-below50K","Row5665",1994
53,"Private",106176,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",,,60,"United-States","above50K","Male-above50K","Row5685",1994
24,"Private",317175,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",,,45,"United-States","above50K","Male-above50K","Row5717",1994
39,"Self-emp-inc",163237,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",,,65,"United-States","below50K","Male-below50K","Row5718",1994
57,"Self-emp-not-inc",102058,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row5757",1994
48,"Private",498325,"Assoc-acdm",12,"Married-civ-spouse","Transport-moving","Husband","White","Male",,,50,"United-States","below50K","Male-below50K","Row5769",1994
37,"Private",163199,"Some-college",10,"Divorced","Tech-support","Not-in-family","Amer-Indian-Eskimo","Female",,,40,"United-States","below50K","Female-below50K","Row5775",1994
26,"Federal-gov",169101,"Some-college",10,"Never-married","Tech-support","Own-child","White","Female",,,40,"United-States","below50K","Female-below50K","Row5783",1994
19,"Private",170720,"12th",8,"Never-married","Other-service","Own-child","White","Male",,,16,"United-States","below50K","Male-below50K","Row5829",1994
48,"Private",96359,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,60,"Greece","above50K","Male-above50K","Row5839",1994
24,"Private",301199,"Some-college",10,"Never-married","Tech-support","Own-child","White","Female",,,20,"United-States","below50K","Female-below50K","Row5949",1994
79,"Local-gov",84616,"11th",7,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,7,"United-States","below50K","Male-below50K","Row6000",1994
52,"Private",99307,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",,,48,"United-States","above50K","Male-above50K","Row6004",1994
41,"Private",116391,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row6103",1994
39,"Private",166744,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",,,38,"United-States","below50K","Female-below50K","Row6107",1994
60,"Private",187124,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row6117",1994
31,"Private",206541,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row6136",1994
28,"Local-gov",191177,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",,,20,"United-States","above50K","Female-above50K","Row6143",1994
21,"Private",188793,"HS-grad",9,"Married-civ-spouse","Sales","Husband","Other","Male",,,35,"United-States","below50K","Male-below50K","Row6240",1994
27,"Private",704108,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",,,50,"United-States","below50K","Male-below50K","Row6258",1994
18,"Self-emp-not-inc",60981,"11th",7,"Never-married","Other-service","Own-child","White","Female",,,4,"United-States","below50K","Female-below50K","Row6267",1994
42,"Private",183096,"Some-college",10,"Divorced","Exec-managerial","Own-child","White","Female",,,40,"United-States","below50K","Female-below50K","Row6340",1994
31,"Private",269654,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",,,48,"United-States","below50K","Male-below50K","Row6341",1994
46,"Self-emp-inc",191978,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,50,"United-States","above50K","Male-above50K","Row6383",1994
18,"Private",32244,"11th",7,"Never-married","Handlers-cleaners","Own-child","White","Male",,,30,"United-States","below50K","Male-below50K","Row6389",1994
27,"Private",211032,"Preschool",1,"Married-civ-spouse","Farming-fishing","Other-relative","White","Male",,,24,"Mexico","below50K","Male-below50K","Row6433",1994
17,"Private",191260,"11th",7,"Never-married","Other-service","Own-child","White","Male",,,10,"United-States","below50K","Male-below50K","Row6437",1994
60,"Self-emp-not-inc",235535,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,48,"United-States","below50K","Male-below50K","Row6447",1994
20,"Private",505980,"Some-college",10,"Never-married","Sales","Own-child","White","Male",,,40,"United-States","below50K","Male-below50K","Row6522",1994
37,"Private",192939,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row6552",1994
23,"Private",44064,"Some-college",10,"Separated","Other-service","Not-in-family","White","Male",,,40,"United-States","above50K","Male-above50K","Row6581",1994
77,"Self-emp-not-inc",72931,"7th-8th",4,"Married-spouse-absent","Adm-clerical","Not-in-family","White","Male",,,20,"Italy","above50K","Male-above50K","Row6590",1994
23,"Local-gov",248344,"Some-college",10,"Never-married","Other-service","Not-in-family","Black","Male",,,30,"United-States","below50K","Male-below50K","Row6605",1994
19,"Private",131615,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",,,40,"United-States","below50K","Male-below50K","Row6641",1994
39,"Local-gov",177907,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row6665",1994
38,"Private",393945,"Assoc-voc",11,"Divorced","Tech-support","Not-in-family","White","Female",,,36,"United-States","below50K","Female-below50K","Row6671",1994
34,"Private",115488,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row6681",1994
18,"Private",152004,"11th",7,"Never-married","Other-service","Own-child","Black","Male",,,20,"United-States","below50K","Male-below50K","Row6718",1994
42,"Private",50018,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",,,40,,"below50K","Male-below50K","Row6737",1994
54,"Self-emp-inc",149650,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Male",,,40,"Canada","below50K","Male-below50K","Row6749",1994
41,"Private",48087,"7th-8th",4,"Divorced","Craft-repair","Not-in-family","White","Male",,,40,"United-States","below50K","Male-below50K","Row6760",1994
44,"Private",192878,"HS-grad",9,"Divorced","Prof-specialty","Not-in-family","White","Male",,,40,"United-States","below50K","Male-below50K","Row6811",1994
43,"Private",43945,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row6850",1994
56,"Private",53366,"7th-8th",4,"Divorced","Transport-moving","Unmarried","White","Male",,,40,"United-States","below50K","Male-below50K","Row6886",1994
60,,124487,"Some-college",10,"Divorced",,"Not-in-family","White","Female",,,40,"United-States","above50K","Female-above50K","Row6948",1994
55,"State-gov",175127,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",,,38,"United-States","above50K","Male-above50K","Row6985",1994
35,"State-gov",49352,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",,,38,"United-States","below50K","Female-below50K","Row7002",1994
64,,143716,"Masters",14,"Married-civ-spouse",,"Husband","White","Male",,,2,"United-States","below50K","Male-below50K","Row7027",1994
52,"Local-gov",512103,"Some-college",10,"Divorced","Transport-moving","Not-in-family","White","Female",,,40,"United-States","below50K","Female-below50K","Row7121",1994
35,"Private",170617,"HS-grad",9,"Never-married","Machine-op-inspct","Unmarried","Black","Female",,,48,"United-States","below50K","Female-below50K","Row7168",1994
67,"Self-emp-not-inc",226092,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",,,44,"United-States","below50K","Male-below50K","Row7187",1994
20,"Private",212668,"Some-college",10,"Never-married","Sales","Own-child","White","Female",,,30,"United-States","below50K","Female-below50K","Row7188",1994
31,"Private",197672,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row7217",1994
50,"Private",121038,"Assoc-voc",11,"Married-civ-spouse","Other-service","Wife","Black","Female",,,40,"United-States","below50K","Female-below50K","Row7239",1994
37,"Local-gov",108540,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row7277",1994
20,"Private",113307,"7th-8th",4,"Never-married","Machine-op-inspct","Other-relative","White","Male",,,40,"United-States","below50K","Male-below50K","Row7321",1994
47,"Private",123207,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",,,20,"United-States","above50K","Female-above50K","Row7450",1994
31,"Private",159187,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row7494",1994
33,"Private",170769,"Doctorate",16,"Divorced","Sales","Not-in-family","White","Male",,,60,"United-States","above50K","Male-above50K","Row7517",1994
46,"Private",83064,"Assoc-acdm",12,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row7674",1994
21,"Private",70261,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",,,30,"United-States","below50K","Male-below50K","Row7734",1994
20,"Private",39927,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",,,8,"United-States","below50K","Male-below50K","Row7743",1994
68,"Private",144137,"Some-college",10,"Divorced","Priv-house-serv","Other-relative","White","Female",,,30,"United-States","below50K","Female-below50K","Row7748",1994
56,"Local-gov",155657,"Bachelors",13,"Divorced","Exec-managerial","Unmarried","White","Female",,,40,"United-States","below50K","Female-below50K","Row7749",1994
18,"Private",423024,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",,,20,"United-States","below50K","Male-below50K","Row7762",1994
51,"Private",186303,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row7879",1994
43,"Private",180985,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",,,60,"United-States","above50K","Male-above50K","Row7886",1994
29,"Private",156819,"Assoc-acdm",12,"Divorced","Prof-specialty","Unmarried","White","Female",,,35,"United-States","below50K","Female-below50K","Row7889",1994
24,"Private",39827,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Wife","Other","Female",,,40,"Puerto-Rico","below50K","Female-below50K","Row7891",1994
35,"Private",359131,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",,,8,,"above50K","Female-above50K","Row7902",1994
50,"Private",104729,"HS-grad",9,"Divorced","Machine-op-inspct","Other-relative","White","Female",,,48,"United-States","below50K","Female-below50K","Row7945",1994
23,"Private",176486,"Assoc-voc",11,"Never-married","Adm-clerical","Own-child","White","Female",,,36,"United-States","below50K","Female-below50K","Row7954",1994
55,"Private",175942,"HS-grad",9,"Divorced","Priv-house-serv","Not-in-family","White","Female",,,40,"France","below50K","Female-below50K","Row7982",1994
47,"Self-emp-not-inc",192755,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",,,20,"United-States","above50K","Female-above50K","Row7998",1994
22,,219233,"HS-grad",9,"Never-married",,"Own-child","Black","Male",,,30,"United-States","below50K","Male-below50K","Row8042",1994
49,"Private",169711,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",,,40,"Germany","above50K","Male-above50K","Row8068",1994
50,"Private",204838,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",,,38,"United-States","below50K","Female-below50K","Row8092",1994
34,"Self-emp-not-inc",312197,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",,,75,"Mexico","above50K","Male-above50K","Row8119",1994
37,"Private",108140,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,45,"United-States","above50K","Male-above50K","Row8213",1994
39,"Private",444219,"HS-grad",9,"Married-civ-spouse","Craft-repair","Wife","Black","Female",,,45,"United-States","below50K","Female-below50K","Row8219",1994
45,"Private",180309,"Some-college",10,"Divorced","Machine-op-inspct","Unmarried","White","Female",,,40,"United-States","below50K","Female-below50K","Row8271",1994
28,"Private",218887,"HS-grad",9,"Never-married","Farming-fishing","Unmarried","White","Female",,,35,"United-States","below50K","Female-below50K","Row8275",1994
85,"Private",115364,"HS-grad",9,"Widowed","Sales","Unmarried","White","Male",,,35,"United-States","below50K","Male-below50K","Row8381",1994
19,"Private",231962,"HS-grad",9,"Never-married","Other-service","Unmarried","White","Male",,,40,"United-States","below50K","Male-below50K","Row8399",1994
35,"Federal-gov",245372,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",,,40,"United-States","below50K","Male-below50K","Row8453",1994
29,"Private",147755,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row8473",1994
49,"Private",104455,"Bachelors",13,"Married-spouse-absent","Other-service","Not-in-family","Asian-Pac-Islander","Male",,,40,"Philippines","below50K","Male-below50K","Row8535",1994
42,"Private",213464,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row8552",1994
45,"Private",102147,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row8570",1994
38,"Private",168407,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",,,44,"United-States","below50K","Female-below50K","Row8585",1994
33,"Federal-gov",182714,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Female",,,65,"United-States","above50K","Female-above50K","Row8617",1994
26,"Private",202033,"Bachelors",13,"Married-civ-spouse","Transport-moving","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row8722",1994
32,"Private",169955,"Some-college",10,"Married-civ-spouse","Other-service","Wife","White","Female",,,36,"Puerto-Rico","below50K","Female-below50K","Row8738",1994
24,"Private",32732,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,50,"United-States","below50K","Male-below50K","Row8785",1994
50,"Private",180522,"Some-college",10,"Never-married","Handlers-cleaners","Not-in-family","White","Male",,,38,"United-States","below50K","Male-below50K","Row8802",1994
46,"Private",231515,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Female",,,47,"Cuba","below50K","Female-below50K","Row8843",1994
38,"Self-emp-not-inc",100316,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,35,"United-States","below50K","Male-below50K","Row8849",1994
43,"Private",176138,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,50,"United-States","below50K","Male-below50K","Row8929",1994
46,"Private",188027,"Some-college",10,"Never-married","Exec-managerial","Unmarried","White","Female",,,45,"United-States","below50K","Female-below50K","Row8951",1994
43,"Private",99212,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,48,"United-States","above50K","Male-above50K","Row8966",1994
30,"Private",226943,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",,,35,"United-States","below50K","Female-below50K","Row8974",1994
60,"Private",296485,"5th-6th",3,"Married-civ-spouse","Transport-moving","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row8978",1994
34,"Self-emp-not-inc",204375,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Female",,,60,"United-States","above50K","Female-above50K","Row8979",1994
27,"Private",160731,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row9057",1994
25,"Private",362912,"Some-college",10,"Never-married","Craft-repair","Own-child","White","Female",,,50,"United-States","below50K","Female-below50K","Row9117",1994
53,"Private",123703,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",,,40,"United-States","below50K","Male-below50K","Row9154",1994
26,"Private",284078,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Male",,,40,"United-States","below50K","Male-below50K","Row9172",1994
58,"Private",473836,"7th-8th",4,"Widowed","Farming-fishing","Other-relative","White","Female",,,45,"Guatemala","below50K","Female-below50K","Row9206",1994
53,"Private",68684,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row9233",1994
19,"Private",69927,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","Black","Female",,,16,"United-States","below50K","Female-below50K","Row9249",1994
24,"Federal-gov",29591,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Other","Female",,,40,"United-States","below50K","Female-below50K","Row9277",1994
50,"Private",258819,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",,,40,"United-States","above50K","Male-above50K","Row9312",1994
38,"Private",197077,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row9363",1994
18,"Private",115215,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",,,25,"United-States","below50K","Male-below50K","Row9385",1994
26,"Self-emp-not-inc",318644,"Prof-school",15,"Never-married","Prof-specialty","Own-child","White","Male",,,20,"United-States","below50K","Male-below50K","Row9415",1994
33,"Private",206051,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row9417",1994
39,"Self-emp-inc",33975,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,50,"United-States","below50K","Male-below50K","Row9427",1994
40,"State-gov",199381,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",,,37,"United-States","above50K","Female-above50K","Row9468",1994
32,"Self-emp-not-inc",56328,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",,,8,"United-States","above50K","Female-above50K","Row9469",1994
49,"Private",200471,"11th",7,"Never-married","Other-service","Not-in-family","White","Male",,,60,"United-States","below50K","Male-below50K","Row9566",1994
38,"Private",35429,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row9631",1994
36,"Private",179468,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",,,40,"United-States","below50K","Male-below50K","Row9709",1994
17,"Private",41979,"10th",6,"Never-married","Farming-fishing","Own-child","White","Male",,,40,"United-States","below50K","Male-below50K","Row9740",1994
34,"Private",189759,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,45,"United-States","above50K","Male-above50K","Row9766",1994
21,"Private",149809,"Assoc-acdm",12,"Never-married","Sales","Own-child","White","Male",,,40,"United-States","below50K","Male-below50K","Row9773",1994
35,"Private",99156,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",,,50,"United-States","below50K","Male-below50K","Row9792",1994
37,"Local-gov",251396,"Assoc-acdm",12,"Married-civ-spouse","Prof-specialty","Husband","White","Male",,,45,"Canada","above50K","Male-above50K","Row9820",1994
32,"Private",211743,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",,,45,"United-States","below50K","Male-below50K","Row9902",1994
69,"Private",122850,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,16,"United-States","below50K","Male-below50K","Row9925",1994
41,"Self-emp-not-inc",344329,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",,,10,"United-States","below50K","Male-below50K","Row9948",1994
27,"State-gov",553473,"Bachelors",13,"Married-civ-spouse","Protective-serv","Wife","Black","Female",,,48,"United-States","below50K","Female-below50K","Row10007",1994
28,"Local-gov",216965,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",,,40,"United-States","below50K","Male-below50K","Row10071",1994
77,,152900,"5th-6th",3,"Married-civ-spouse",,"Husband","White","Male",,,20,"United-States","below50K","Male-below50K","Row10139",1994
28,"Private",138692,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row10145",1994
48,"Self-emp-not-inc",164582,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",,,60,"United-States","above50K","Male-above50K","Row10185",1994
38,"Local-gov",200153,"Assoc-acdm",12,"Never-married","Prof-specialty","Not-in-family","White","Male",,,40,"United-States","below50K","Male-below50K","Row10191",1994
44,"State-gov",244974,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",,,44,"United-States","above50K","Male-above50K","Row10211",1994
34,"State-gov",117503,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",,,20,"Italy","below50K","Male-below50K","Row10227",1994
36,"Private",169037,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",,,40,"United-States","below50K","Female-below50K","Row10257",1994
55,"Private",202559,"Bachelors",13,"Married-civ-spouse","Other-service","Other-relative","Asian-Pac-Islander","Male",,,35,"Philippines","below50K","Male-below50K","Row10276",1994
50,"Private",149770,"Masters",14,"Never-married","Prof-specialty","Unmarried","White","Female",,,40,"United-States","below50K","Female-below50K","Row10326",1994
48,"Self-emp-not-inc",328606,"Prof-school",15,"Divorced","Prof-specialty","Unmarried","White","Male",,,63,"United-States","above50K","Male-above50K","Row10327",1994
39,"Self-emp-not-inc",331481,"Bachelors",13,"Divorced","Craft-repair","Not-in-family","Black","Male",,,60,,"below50K","Male-below50K","Row10343",1994
42,"State-gov",211915,"Some-college",10,"Separated","Tech-support","Unmarried","White","Female",,,40,"United-States","below50K","Female-below50K","Row10364",1994
46,"Private",201595,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",,,70,"United-States","below50K","Male-below50K","Row10376",1994
19,"Private",560804,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",,,30,"United-States","below50K","Female-below50K","Row10400",1994
34,"Private",36069,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",,,46,"United-States","below50K","Male-below50K","Row10414",1994
39,"Private",204501,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,50,"United-States","above50K","Male-above50K","Row10479",1994
39,"Private",167728,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row10529",1994
47,"Private",340982,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","Asian-Pac-Islander","Male",,,40,"Philippines","above50K","Male-above50K","Row10534",1994
47,"Federal-gov",55377,"Bachelors",13,"Never-married","Adm-clerical","Unmarried","Black","Male",,,40,"United-States","above50K","Male-above50K","Row10567",1994
54,"Self-emp-not-inc",121761,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",,,50,,"below50K","Male-below50K","Row10634",1994
38,"Local-gov",116608,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",,,35,"United-States","above50K","Female-above50K","Row10692",1994
45,"Local-gov",182100,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row10752",1994
36,"Private",187847,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,40,"United-States","above50K","Male-above50K","Row10769",1994
53,"Private",88725,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","Other","Female",,,40,,"below50K","Female-below50K","Row10777",1994
19,"Private",105289,"10th",6,"Never-married","Other-service","Other-relative","Black","Female",,,20,"United-States","below50K","Female-below50K","Row10783",1994
25,"Private",288185,"9th",5,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",,,40,"Mexico","below50K","Male-below50K","Row10809",1994
45,"Private",146857,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",,,38,"United-States","above50K","Male-above50K","Row10849",1994
20,"Private",146706,"Some-college",10,"Married-civ-spouse","Sales","Other-relative","White","Female",,,30,"United-States","below50K","Female-below50K","Row10892",1994
74,"Private",209454,"5th-6th",3,"Married-civ-spouse","Transport-moving","Husband","Black","Male",,,40,"United-States","below50K","Male-below50K","Row10905",1994
35,"Federal-gov",105138,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",,,55,"United-States","below50K","Male-below50K","Row10979",1994
20,"Private",216825,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",,,25,"Mexico","below50K","Female-below50K","Row11000",1994
